filename,img_path,lbl_path,denomination_class,condition,is_torn,augmentation_type,pair_id,orig_img_path
train_500k_indoor_0027_jpg.rf.fkEFkHpEqeGz9Mripq5Y_photo.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/images/train_500k_indoor_0027_jpg.rf.fkEFkHpEqeGz9Mripq5Y_photo.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/labels/train_500k_indoor_0027_jpg.rf.fkEFkHpEqeGz9Mripq5Y_photo.txt,500000,indoor,false,photometric,train_500k_indoor_0027_jpg.rf.fkEFkHpEqeGz9Mripq5Y,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_500k_indoor_0027_jpg.rf.fkEFkHpEqeGz9Mripq5Y.jpg
train_500k_indoor_0027_jpg.rf.fkEFkHpEqeGz9Mripq5Y_light.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/images/train_500k_indoor_0027_jpg.rf.fkEFkHpEqeGz9Mripq5Y_light.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/labels/train_500k_indoor_0027_jpg.rf.fkEFkHpEqeGz9Mripq5Y_light.txt,500000,light_aug,false,light_pair,train_500k_indoor_0027_jpg.rf.fkEFkHpEqeGz9Mripq5Y,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_500k_indoor_0027_jpg.rf.fkEFkHpEqeGz9Mripq5Y.jpg
train_500k_indoor_0027_jpg.rf.fkEFkHpEqeGz9Mripq5Y_dark.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/images/train_500k_indoor_0027_jpg.rf.fkEFkHpEqeGz9Mripq5Y_dark.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/labels/train_500k_indoor_0027_jpg.rf.fkEFkHpEqeGz9Mripq5Y_dark.txt,500000,dark_aug,false,dark_pair,train_500k_indoor_0027_jpg.rf.fkEFkHpEqeGz9Mripq5Y,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_500k_indoor_0027_jpg.rf.fkEFkHpEqeGz9Mripq5Y.jpg
train_500k_indoor_0027_jpg.rf.fkEFkHpEqeGz9Mripq5Y_local.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/images/train_500k_indoor_0027_jpg.rf.fkEFkHpEqeGz9Mripq5Y_local.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/labels/train_500k_indoor_0027_jpg.rf.fkEFkHpEqeGz9Mripq5Y_local.txt,500000,local_aug,false,local_only,train_500k_indoor_0027_jpg.rf.fkEFkHpEqeGz9Mripq5Y,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_500k_indoor_0027_jpg.rf.fkEFkHpEqeGz9Mripq5Y.jpg
train_200k_indoor_0035_jpg.rf.VGEpK3KBHgwv6DScMOVZ.jpg,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_200k_indoor_0035_jpg.rf.VGEpK3KBHgwv6DScMOVZ.jpg,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/labels/train_200k_indoor_0035_jpg.rf.VGEpK3KBHgwv6DScMOVZ.txt,200000,indoor,false,original,train_200k_indoor_0035_jpg.rf.VGEpK3KBHgwv6DScMOVZ,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_200k_indoor_0035_jpg.rf.VGEpK3KBHgwv6DScMOVZ.jpg
train_200k_indoor_0035_jpg.rf.VGEpK3KBHgwv6DScMOVZ_photo.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/images/train_200k_indoor_0035_jpg.rf.VGEpK3KBHgwv6DScMOVZ_photo.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/labels/train_200k_indoor_0035_jpg.rf.VGEpK3KBHgwv6DScMOVZ_photo.txt,200000,indoor,false,photometric,train_200k_indoor_0035_jpg.rf.VGEpK3KBHgwv6DScMOVZ,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_200k_indoor_0035_jpg.rf.VGEpK3KBHgwv6DScMOVZ.jpg
train_200k_indoor_0035_jpg.rf.VGEpK3KBHgwv6DScMOVZ_light.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/images/train_200k_indoor_0035_jpg.rf.VGEpK3KBHgwv6DScMOVZ_light.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/labels/train_200k_indoor_0035_jpg.rf.VGEpK3KBHgwv6DScMOVZ_light.txt,200000,light_aug,false,light_pair,train_200k_indoor_0035_jpg.rf.VGEpK3KBHgwv6DScMOVZ,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_200k_indoor_0035_jpg.rf.VGEpK3KBHgwv6DScMOVZ.jpg
train_200k_indoor_0035_jpg.rf.VGEpK3KBHgwv6DScMOVZ_dark.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/images/train_200k_indoor_0035_jpg.rf.VGEpK3KBHgwv6DScMOVZ_dark.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/labels/train_200k_indoor_0035_jpg.rf.VGEpK3KBHgwv6DScMOVZ_dark.txt,200000,dark_aug,false,dark_pair,train_200k_indoor_0035_jpg.rf.VGEpK3KBHgwv6DScMOVZ,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_200k_indoor_0035_jpg.rf.VGEpK3KBHgwv6DScMOVZ.jpg
train_200k_indoor_0035_jpg.rf.VGEpK3KBHgwv6DScMOVZ_local.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/images/train_200k_indoor_0035_jpg.rf.VGEpK3KBHgwv6DScMOVZ_local.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/labels/train_200k_indoor_0035_jpg.rf.VGEpK3KBHgwv6DScMOVZ_local.txt,200000,local_aug,false,local_only,train_200k_indoor_0035_jpg.rf.VGEpK3KBHgwv6DScMOVZ,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_200k_indoor_0035_jpg.rf.VGEpK3KBHgwv6DScMOVZ.jpg
train_200k_torn_clean_0025_jpg.rf.YO2JlgSqwHGOCAioWLdq.jpg,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_200k_torn_clean_0025_jpg.rf.YO2JlgSqwHGOCAioWLdq.jpg,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/labels/train_200k_torn_clean_0025_jpg.rf.YO2JlgSqwHGOCAioWLdq.txt,200000,torn_clean,true,original,train_200k_torn_clean_0025_jpg.rf.YO2JlgSqwHGOCAioWLdq,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_200k_torn_clean_0025_jpg.rf.YO2JlgSqwHGOCAioWLdq.jpg
train_200k_torn_clean_0025_jpg.rf.YO2JlgSqwHGOCAioWLdq_photo.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/images/train_200k_torn_clean_0025_jpg.rf.YO2JlgSqwHGOCAioWLdq_photo.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/labels/train_200k_torn_clean_0025_jpg.rf.YO2JlgSqwHGOCAioWLdq_photo.txt,200000,torn_clean,true,photometric,train_200k_torn_clean_0025_jpg.rf.YO2JlgSqwHGOCAioWLdq,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_200k_torn_clean_0025_jpg.rf.YO2JlgSqwHGOCAioWLdq.jpg
train_200k_torn_clean_0025_jpg.rf.YO2JlgSqwHGOCAioWLdq_light.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/images/train_200k_torn_clean_0025_jpg.rf.YO2JlgSqwHGOCAioWLdq_light.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/labels/train_200k_torn_clean_0025_jpg.rf.YO2JlgSqwHGOCAioWLdq_light.txt,200000,light_aug,true,light_pair,train_200k_torn_clean_0025_jpg.rf.YO2JlgSqwHGOCAioWLdq,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_200k_torn_clean_0025_jpg.rf.YO2JlgSqwHGOCAioWLdq.jpg
train_200k_torn_clean_0025_jpg.rf.YO2JlgSqwHGOCAioWLdq_dark.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/images/train_200k_torn_clean_0025_jpg.rf.YO2JlgSqwHGOCAioWLdq_dark.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/labels/train_200k_torn_clean_0025_jpg.rf.YO2JlgSqwHGOCAioWLdq_dark.txt,200000,dark_aug,true,dark_pair,train_200k_torn_clean_0025_jpg.rf.YO2JlgSqwHGOCAioWLdq,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_200k_torn_clean_0025_jpg.rf.YO2JlgSqwHGOCAioWLdq.jpg
train_200k_torn_clean_0025_jpg.rf.YO2JlgSqwHGOCAioWLdq_local.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/images/train_200k_torn_clean_0025_jpg.rf.YO2JlgSqwHGOCAioWLdq_local.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/labels/train_200k_torn_clean_0025_jpg.rf.YO2JlgSqwHGOCAioWLdq_local.txt,200000,local_aug,true,local_only,train_200k_torn_clean_0025_jpg.rf.YO2JlgSqwHGOCAioWLdq,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_200k_torn_clean_0025_jpg.rf.YO2JlgSqwHGOCAioWLdq.jpg
train_50k_indoor_0003_jpg.rf.RTKSEqNoX4qcbVkdLDai.jpg,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_50k_indoor_0003_jpg.rf.RTKSEqNoX4qcbVkdLDai.jpg,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/labels/train_50k_indoor_0003_jpg.rf.RTKSEqNoX4qcbVkdLDai.txt,50000,indoor,false,original,train_50k_indoor_0003_jpg.rf.RTKSEqNoX4qcbVkdLDai,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_50k_indoor_0003_jpg.rf.RTKSEqNoX4qcbVkdLDai.jpg
train_50k_indoor_0003_jpg.rf.RTKSEqNoX4qcbVkdLDai_photo.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/images/train_50k_indoor_0003_jpg.rf.RTKSEqNoX4qcbVkdLDai_photo.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/labels/train_50k_indoor_0003_jpg.rf.RTKSEqNoX4qcbVkdLDai_photo.txt,50000,indoor,false,photometric,train_50k_indoor_0003_jpg.rf.RTKSEqNoX4qcbVkdLDai,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_50k_indoor_0003_jpg.rf.RTKSEqNoX4qcbVkdLDai.jpg
train_50k_indoor_0003_jpg.rf.RTKSEqNoX4qcbVkdLDai_light.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/images/train_50k_indoor_0003_jpg.rf.RTKSEqNoX4qcbVkdLDai_light.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/labels/train_50k_indoor_0003_jpg.rf.RTKSEqNoX4qcbVkdLDai_light.txt,50000,light_aug,false,light_pair,train_50k_indoor_0003_jpg.rf.RTKSEqNoX4qcbVkdLDai,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_50k_indoor_0003_jpg.rf.RTKSEqNoX4qcbVkdLDai.jpg
train_50k_indoor_0003_jpg.rf.RTKSEqNoX4qcbVkdLDai_dark.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/images/train_50k_indoor_0003_jpg.rf.RTKSEqNoX4qcbVkdLDai_dark.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/labels/train_50k_indoor_0003_jpg.rf.RTKSEqNoX4qcbVkdLDai_dark.txt,50000,dark_aug,false,dark_pair,train_50k_indoor_0003_jpg.rf.RTKSEqNoX4qcbVkdLDai,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_50k_indoor_0003_jpg.rf.RTKSEqNoX4qcbVkdLDai.jpg
train_50k_indoor_0003_jpg.rf.RTKSEqNoX4qcbVkdLDai_local.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/images/train_50k_indoor_0003_jpg.rf.RTKSEqNoX4qcbVkdLDai_local.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/labels/train_50k_indoor_0003_jpg.rf.RTKSEqNoX4qcbVkdLDai_local.txt,50000,local_aug,false,local_only,train_50k_indoor_0003_jpg.rf.RTKSEqNoX4qcbVkdLDai,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_50k_indoor_0003_jpg.rf.RTKSEqNoX4qcbVkdLDai.jpg
train_200k_indoor_0023_jpg.rf.rS1wnUSUx6uKvpxr8Krc.jpg,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_200k_indoor_0023_jpg.rf.rS1wnUSUx6uKvpxr8Krc.jpg,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/labels/train_200k_indoor_0023_jpg.rf.rS1wnUSUx6uKvpxr8Krc.txt,200000,indoor,false,original,train_200k_indoor_0023_jpg.rf.rS1wnUSUx6uKvpxr8Krc,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_200k_indoor_0023_jpg.rf.rS1wnUSUx6uKvpxr8Krc.jpg
train_200k_indoor_0023_jpg.rf.rS1wnUSUx6uKvpxr8Krc_photo.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/images/train_200k_indoor_0023_jpg.rf.rS1wnUSUx6uKvpxr8Krc_photo.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/labels/train_200k_indoor_0023_jpg.rf.rS1wnUSUx6uKvpxr8Krc_photo.txt,200000,indoor,false,photometric,train_200k_indoor_0023_jpg.rf.rS1wnUSUx6uKvpxr8Krc,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_200k_indoor_0023_jpg.rf.rS1wnUSUx6uKvpxr8Krc.jpg
train_200k_indoor_0023_jpg.rf.rS1wnUSUx6uKvpxr8Krc_light.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/images/train_200k_indoor_0023_jpg.rf.rS1wnUSUx6uKvpxr8Krc_light.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/labels/train_200k_indoor_0023_jpg.rf.rS1wnUSUx6uKvpxr8Krc_light.txt,200000,light_aug,false,light_pair,train_200k_indoor_0023_jpg.rf.rS1wnUSUx6uKvpxr8Krc,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_200k_indoor_0023_jpg.rf.rS1wnUSUx6uKvpxr8Krc.jpg
train_200k_indoor_0023_jpg.rf.rS1wnUSUx6uKvpxr8Krc_dark.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/images/train_200k_indoor_0023_jpg.rf.rS1wnUSUx6uKvpxr8Krc_dark.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/labels/train_200k_indoor_0023_jpg.rf.rS1wnUSUx6uKvpxr8Krc_dark.txt,200000,dark_aug,false,dark_pair,train_200k_indoor_0023_jpg.rf.rS1wnUSUx6uKvpxr8Krc,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_200k_indoor_0023_jpg.rf.rS1wnUSUx6uKvpxr8Krc.jpg
train_200k_indoor_0023_jpg.rf.rS1wnUSUx6uKvpxr8Krc_local.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/images/train_200k_indoor_0023_jpg.rf.rS1wnUSUx6uKvpxr8Krc_local.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/labels/train_200k_indoor_0023_jpg.rf.rS1wnUSUx6uKvpxr8Krc_local.txt,200000,local_aug,false,local_only,train_200k_indoor_0023_jpg.rf.rS1wnUSUx6uKvpxr8Krc,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_200k_indoor_0023_jpg.rf.rS1wnUSUx6uKvpxr8Krc.jpg
train_10k_torn_clean_0020_jpg.rf.56aSQXt5GVlpWmMdihYR.jpg,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_10k_torn_clean_0020_jpg.rf.56aSQXt5GVlpWmMdihYR.jpg,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/labels/train_10k_torn_clean_0020_jpg.rf.56aSQXt5GVlpWmMdihYR.txt,10000,torn_clean,true,original,train_10k_torn_clean_0020_jpg.rf.56aSQXt5GVlpWmMdihYR,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_10k_torn_clean_0020_jpg.rf.56aSQXt5GVlpWmMdihYR.jpg
train_10k_torn_clean_0020_jpg.rf.56aSQXt5GVlpWmMdihYR_photo.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/images/train_10k_torn_clean_0020_jpg.rf.56aSQXt5GVlpWmMdihYR_photo.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/labels/train_10k_torn_clean_0020_jpg.rf.56aSQXt5GVlpWmMdihYR_photo.txt,10000,torn_clean,true,photometric,train_10k_torn_clean_0020_jpg.rf.56aSQXt5GVlpWmMdihYR,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_10k_torn_clean_0020_jpg.rf.56aSQXt5GVlpWmMdihYR.jpg
train_10k_torn_clean_0020_jpg.rf.56aSQXt5GVlpWmMdihYR_light.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/images/train_10k_torn_clean_0020_jpg.rf.56aSQXt5GVlpWmMdihYR_light.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/labels/train_10k_torn_clean_0020_jpg.rf.56aSQXt5GVlpWmMdihYR_light.txt,10000,light_aug,true,light_pair,train_10k_torn_clean_0020_jpg.rf.56aSQXt5GVlpWmMdihYR,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_10k_torn_clean_0020_jpg.rf.56aSQXt5GVlpWmMdihYR.jpg
train_10k_torn_clean_0020_jpg.rf.56aSQXt5GVlpWmMdihYR_dark.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/images/train_10k_torn_clean_0020_jpg.rf.56aSQXt5GVlpWmMdihYR_dark.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/labels/train_10k_torn_clean_0020_jpg.rf.56aSQXt5GVlpWmMdihYR_dark.txt,10000,dark_aug,true,dark_pair,train_10k_torn_clean_0020_jpg.rf.56aSQXt5GVlpWmMdihYR,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_10k_torn_clean_0020_jpg.rf.56aSQXt5GVlpWmMdihYR.jpg
train_10k_torn_clean_0020_jpg.rf.56aSQXt5GVlpWmMdihYR_local.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/images/train_10k_torn_clean_0020_jpg.rf.56aSQXt5GVlpWmMdihYR_local.jpg,/home/thaimq/CashVision/results_c2/fold_1/val_augmented/labels/train_10k_torn_clean_0020_jpg.rf.56aSQXt5GVlpWmMdihYR_local.txt,10000,local_aug,true,local_only,train_10k_torn_clean_0020_jpg.rf.56aSQXt5GVlpWmMdihYR,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_10k_torn_clean_0020_jpg.rf.56aSQXt5GVlpWmMdihYR.jpg
train_500k_indoor_0017_jpg.rf.uDxqfC5DC4GFDVgtKmZ8.jpg,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_500k_indoor_0017_jpg.rf.uDxqfC5DC4GFDVgtKmZ8.jpg,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/labels/train_500k_indoor_0017_jpg.rf.uDxqfC5DC4GFDVgtKmZ8.txt,500000,indoor,false,original,train_500k_indoor_0017_jpg.rf.uDxqfC5DC4GFDVgtKmZ8,/home/thaimq/CashVision/results/protocol_a_kfold/fold_2/train/images/train_500k_indoor_0017_jpg.rf.uDxqfC5DC4GFDVgtKmZ8.jpg
